dataset_name,model_name,strictness_level,method,correlation,average_professor_score,average_llm_score,average_score_ratio,rmse,professor_stddev,rmse_stddev_ratio
uu,gpt-4o,hard,correct_answer,0.970774,7.200000,5.900000,0.819444,1.565248,3.600000,0.434791
uu,gpt-5,hard,correct_answer,0.889220,7.200000,5.600000,0.777778,2.366432,3.600000,0.657342
uu,deepseek-reasoner,soft,correct_answer,0.950469,7.200000,5.850000,0.812500,1.753568,3.600000,0.487102
uu,gpt-4o-mini,soft,correct_answer,0.974555,7.200000,6.150000,0.854167,1.440486,3.600000,0.400135
uu,gpt-4o,soft,correct_answer,0.985614,7.200000,6.650000,0.923611,0.821584,3.600000,0.228218
uu,gpt-5,soft,correct_answer,0.966884,7.200000,6.530000,0.906944,1.139737,3.600000,0.316594
p2_2,deepseek-chat,default,correct_answer,0.813646,4.969697,4.143939,0.833841,2.739996,4.434608,0.617866
p2_2,deepseek-reasoner,default,correct_answer,0.849461,4.969697,4.452273,0.895884,2.403895,4.434608,0.542076
p2_2,gpt-4o-mini,default,correct_answer,0.803575,4.969697,5.007576,1.007622,2.705214,4.434608,0.610023
p2_2,gpt-4o,default,correct_answer,0.775335,4.969697,5.421212,1.090854,2.855696,4.434608,0.643957
p2_2,gpt-5,default,correct_answer,0.893685,4.969697,4.739394,0.953659,2.008090,4.434608,0.452822
p2_2,deepseek-chat,hard,correct_answer,0.814829,4.969697,4.530303,0.911585,2.619854,4.434608,0.590775
p2_2,deepseek-reasoner,hard,correct_answer,0.779828,4.969697,5.598485,1.126524,2.872281,4.434608,0.647697
p2_2,gpt-4o-mini,hard,correct_answer,0.734506,4.969697,5.458333,1.098323,3.073284,4.434608,0.693023
p2_2,gpt-4o,hard,correct_answer,0.778740,4.969697,4.015152,0.807927,3.018253,4.434608,0.680613
p2_2,gpt-5,hard,correct_answer,0.759035,4.969697,5.666667,1.140244,2.994945,4.434608,0.675357
p2_2,deepseek-reasoner,soft,correct_answer,0.886147,4.969697,4.675758,0.940854,2.080101,4.434608,0.469061
p2_2,gpt-4o-mini,soft,correct_answer,0.817169,4.969697,5.060606,1.018293,2.610439,4.434608,0.588652
p2_2,gpt-4o,soft,correct_answer,0.783202,4.969697,4.594697,0.924543,2.899517,4.434608,0.653838
p2_2,gpt-5,soft,correct_answer,0.893876,4.969697,4.953788,0.996799,1.990489,4.434608,0.448853
dzp,deepseek-chat,default,correct_answer,0.800893,5.600000,4.550000,0.812500,2.230471,2.727636,0.817730
dzp,deepseek-reasoner,default,correct_answer,0.816610,5.600000,3.900000,0.696429,2.355844,2.727636,0.863694
dzp,gpt-4o-mini,default,correct_answer,0.859827,5.600000,5.650000,1.008929,1.665833,2.727636,0.610724
dzp,gpt-4o,default,correct_answer,0.609220,5.600000,6.100000,1.089286,2.313007,2.727636,0.847989
dzp,gpt-5,default,correct_answer,0.916055,5.600000,4.550000,0.812500,1.710263,2.727636,0.627013
dzp,deepseek-chat,hard,correct_answer,0.859013,5.600000,4.800000,0.857143,1.788854,2.727636,0.655826
dzp,deepseek-reasoner,hard,correct_answer,0.768249,5.600000,4.400000,0.785714,2.190890,2.727636,0.803219
dzp,gpt-4o-mini,hard,correct_answer,0.738473,5.600000,6.300000,1.125000,2.061553,2.727636,0.755802
dzp,gpt-4o,hard,correct_answer,0.885917,5.600000,4.200000,0.750000,2.291288,2.727636,0.840027
dzp,gpt-5,hard,correct_answer,0.685420,5.600000,4.600000,0.821429,2.280351,2.727636,0.836017
dzp,deepseek-reasoner,soft,correct_answer,0.845423,5.600000,4.200000,0.750000,2.167948,2.727636,0.794808
dzp,gpt-4o-mini,soft,correct_answer,0.932771,5.600000,6.250000,1.116071,1.369306,2.727636,0.502012
dzp,gpt-4o,soft,correct_answer,0.647062,5.600000,6.650000,1.187500,2.434132,2.727636,0.892396
dzp,gpt-5,soft,correct_answer,0.869909,5.600000,4.650000,0.830357,1.809696,2.727636,0.663467
p2_1,deepseek-chat,default,correct_answer,0.862864,7.150327,6.137255,0.858318,2.265109,3.450436,0.656470
p2_1,deepseek-reasoner,default,correct_answer,0.877446,7.150327,6.185621,0.865082,2.011373,3.450436,0.582933
p2_1,gpt-4o-mini,default,correct_answer,0.786842,7.150327,6.630719,0.927331,2.199599,3.450436,0.637484
p2_1,gpt-4o,default,correct_answer,0.860298,7.150327,6.954248,0.972578,1.859440,3.450436,0.538900
p2_1,gpt-5,default,correct_answer,0.896987,7.150327,6.547712,0.915722,1.721680,3.450436,0.498975
p2_1,deepseek-chat,hard,correct_answer,0.853463,7.150327,6.326797,0.884826,2.148111,3.450436,0.622562
p2_1,deepseek-reasoner,hard,correct_answer,0.816383,7.150327,6.934641,0.969835,2.125168,3.450436,0.615913
p2_1,gpt-4o-mini,hard,correct_answer,0.778101,7.150327,7.078431,0.989945,2.168551,3.450436,0.628486
p2_1,gpt-4o,hard,correct_answer,0.803550,7.150327,5.843137,0.817185,2.931127,3.450436,0.849495
p2_1,gpt-5,hard,correct_answer,0.775447,7.150327,7.320261,1.023766,2.240448,3.450436,0.649323
p2_1,deepseek-reasoner,soft,correct_answer,0.866755,7.150327,6.222222,0.870201,2.061981,3.450436,0.597600
p2_1,gpt-4o-mini,soft,correct_answer,0.831996,7.150327,6.996732,0.978519,1.920393,3.450436,0.556565
p2_1,gpt-4o,soft,correct_answer,0.794022,7.150327,6.422876,0.898263,2.597246,3.450436,0.752730
p2_1,gpt-5,soft,correct_answer,0.895942,7.150327,6.811765,0.952651,1.629267,3.450436,0.472192
